English (United States),French (Canada),Context,Created By,Created On,Date,Date2,ExampleFile,KBase ID,Modified By,Modified On,Note,Note2
POS sale [251],vente au POS [251],RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
POS Sales Associate dropdown menu,sous-menu pour commis du POS,ARW Postings,Admin,21.09.2006 - 06:42:14,,,L102985A-US.doc,,Admin,21.09.2006 - 06:42:14,,
POS Test and Answers,test et r??ponses du POS,ARW Postings,Admin,21.09.2006 - 06:42:14,,,L111862A-US.doc,,Admin,21.09.2006 - 06:42:14,,
POS transaction,transaction du POS,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
POS:,POS??:,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,Point Of Sale,
Post,Post,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Post Differences,reporter des ??carts,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Post Physical Inventory/Reconciliation,afficher l'inventaire physique/la concordance,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Post Void/ Finished Goods or Services Sale,afficher annulation/produits finis ou vente de services,POS,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Posted: Completely,report????: enti??rement,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Posting Messages on Websites,affichage de messages sur les sites Web,ARW Postings,Admin,21.09.2006 - 06:42:14,,,L104146A-US.doc,,Admin,21.09.2006 - 06:42:14,,
Post-Split Adjusted Beginning Fair Market Value,ajustement de la valeur du march?? au d??but de la p??riode suivant un fractionnement d'actions,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Power adapter,adaptateur secteur,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Power Linux,Power Linux,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Power strips / surge protectors,protecteurs des relais et suppresseurs de surtension,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Power Supply,alimentation,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
PowerBook,PowerBook,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
PowerBook G3,PowerBook G3,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
PowerBook G4,PowerBook G4,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
PowerBook G4 Titanium,PowerBook G4 Titanium,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
pple Care RTW (KBB/DOA KGB),RTW WelocalizeCare (KBB/DOA KGB),RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Preferred Vision Services,services vision pr??f??r??s,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Prep Service RTW,pr??parer le RTW des pi??ces de rechange,ICS Training,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Prepaid (default),pr??pay?? (par d??faut),RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Prepare a Shipment,pr??parer un envoi,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Pre-Physical Inventory,inventaire physique pr??liminaire,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
pre-printed BOLs,BOL pr??-imprim??s,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
presales,pr??ventes,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Pre-Split Beginning Fair Market Value,valeur du march?? de d??part pr??c??dent un fractionnement d'actions,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Preview,aper??u,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Price Overrides,remplacements de prix,POS,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Pricing,Prix,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Pricing,??tablissement des prix,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Pricing Matrix,liste de prix,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
print,imprimer,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Print out,copie imprim??e,Misc,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Print Packing Slip(s) and Identification Labels,Impression du ou des bordereaux de marchandises et des ??tiquettes d'identification,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Print Waybill,imprimer la lettre de transport,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Prior Help Desk history,historique du service d'assistance,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Prioritizing Repairs,classification des r??parations par ordre de priorit??,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Priority,Importance,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
ProCare,ProCare,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Processing In-Store Repairs at Welocalize Retail Stores,traitement des r??parations en magasin dans les Welocalize Retail Stores,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Product Info,Information sur les produits,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Product Info & Launch,Information et lancement,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Product Merchandising,marchandisage des produits,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Product Refresh Procedure 2.4,proc??dure 2.4 de remise ?? neuf du produit,ARW Postings,Admin,21.09.2006 - 06:42:14,,,L24825A-US.doc,,Admin,21.09.2006 - 06:42:14,,
Product Replacement Procedure,proc??dure de remplacement du produit,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
product replenishment teams,??quipes d'approvisionnement des produits,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Product Training,Produits,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Product UPC Number,num??ro UPC du produit,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Promotions - Play by the Rules,promotions??: jouez selon les r??gles,ARW Postings,Admin,21.09.2006 - 06:42:14,,,L21027A-US.doc,,Admin,21.09.2006 - 06:42:14,,
Proof of Delivery Shrinkage,preuve de diminution de la livraison,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Pull-down menu,menu local,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Purchase date,date d'achat,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Purchase Order,bon de commande,POS,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Purchase Price Calculation,calcul du prix d'achat,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
QC (Quality Control),QC (Contr??le de la qualit??),RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
QI: (Quality Inspection),QI??: (Inspection de la qualit??),RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
QPromo Plan,R??gime Q-Promo,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Qualifying customers,clients admissibles,ARW Postings,Admin,21.09.2006 - 06:42:14,,,L20011A-US.doc,,Admin,21.09.2006 - 06:42:14,,
Quartery Non-Refreshable Demo/AOU RTW,produits de d??monstration ne pouvant ??tre remis ?? neuf/AOU RTW trimestriel,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Quick Sheet,r??sum??/sommaire,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Quickbooks,Quickbooks,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,Quickbooks,
QuickSheet reconciliation steps,r??sum?? des ??tapes de rapprochement,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
QuickSheets,R??sum??s/Sommaires,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Quit POS,quitter POS,POS,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
RAM,m??moire RAM,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Reason for Service,raison du service,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Reason for Service:,raison du service??:,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
reasonable quantities,quantit??s raisonnables,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Rebate,rabais,ARW Postings,Admin,21.09.2006 - 06:42:14,,,L33714A-US .doc,,Admin,21.09.2006 - 06:42:14,,
Re-box Requests,demandes de remballage,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Rece StLoc,Rece StLoc,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
receipt,re??u,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Receiving Exceptions,exceptions de r??ception,ICS Training,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Receiving Exceptions Form,formulaire d'exceptions de r??ception,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Receiving Exceptions on Hub deliveries,exceptions de r??ception pour livraisons du centre d'exp??dition,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Recent Changes,modifications apport??es r??cemment,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
recent positive adjustments [701],r??cents ajustements positifs [701],RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Recipient/Third Party Acct #:,No compte du destinataire/tiers??:,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Recognition Awards,certificats de reconnaissance,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Recognitions & Rewards,Reconnaissances et r??compenses,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Recommended action,action recommand??e,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Reconciliation Process,processus de rapprochement,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Record Retention,conservation des dossiers,P & P,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Records,dossiers,HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Recurring Tasks,T??che r??p??titive,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
reformat,reformater,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
reformat the hard drive,reformater le disque dur,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refreashed,remis ?? neuf,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refresh,remise ?? neuf,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refresh Data,rafra??chir les donn??es,POS,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refresh/Demo and Firesale product,produits remis ?? neuf/de d??monstration et vente de liquidation,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refreshed /Demo Labeling,??tiquetage des produits remis ?? neuf/de d??monstration,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
Refreshed [stLoc 002],remis ?? neuf [stLoc 002],RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refreshed Bucket,rayon des remis ?? neuf,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
refreshed items,articles remis ?? neuf,ICS Training,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refreshed Label,??tiquette de remise ?? neuf,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refreshed/ Demo Labeling,??tiquetage des produits remis ?? neuf/de d??monstration,ICS Training,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refreshing Open Boxed Items,remise ?? neuf des articles avec bo??te ouverte,ICS Training,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refreshing Returned Products for Resale,remise ?? neuf pour la revente des retours de marchandises,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
refund,remboursement,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Refurbished,remis ?? neuf,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
refurbishment process,processus de remise ?? neuf,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
"Regional, Local and/or Geographic Differences","diff??rences r??gionales, locales et/ou g??ographiques",HRweb,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Register Closing,fermeture de la caisse enregistreuse,POS,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Register Opening,ouverture de la caisse enregistreuse,POS,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
reimbursement,remboursement,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
reinstall,r??installation,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Reload Gift Card,recharger une carte-cadeau,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
relocation,relocalisation,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
rental car information,renseignements sur location de voiture,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
Repair Billing Number,num??ro de facturation des r??parations,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
Repair Confirmation,confirmation de r??paration,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
repair estimate,estimation de la r??paration,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
Repair Extension Program,programme de r??paration prolong??,,Admin,26.06.2007 - 06:52:27,,,,,Admin,26.06.2007 - 06:52:27,,
repair room,salle de r??paration,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Repair Type,type de r??paration,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Repair Type:,type de r??paration??:,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
repair/case number,num??ro de r??paration/dossier,RFL,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
repaired in-store,r??paration en magasin,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
repaired product,produit r??par??,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Repairs procedure,proc??dure de r??paration,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
repair-status,??tat de la r??paration,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
repair-status question,question relative ?? l'??tat de la r??paration,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Replacing Welocalize Products Not Purchased at the Welocalize Retail Store,remplacement des produits Welocalize qui n'ont pas ??t?? achet??s dans un Welocalize Retail Store,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Request for Technical Assistance web form,formulaire de demande d'assistance technique en ligne,Kbase Articles,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Requester,Requ??ran,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Requesting Retail System Access,Demande d'acc??s au syst??me Retail,ARW web,Admin,21.09.2006 - 06:42:14,,,,,Admin,21.09.2006 - 06:42:14,,
Requesting Retail System Access (US/CAN),Demande d'acc??s au syst??me Retail (US/CAN),ARW web,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Requisition for Vehicle Allowance,r??quisition pour allocation d'un v??hicule,HRweb,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
resale,revente,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Resell,revendre,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
reservation system,syst??me de r??servation,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
resolve,r??soudre,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Resource Locator,localisateur de ressources,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Resources,Ressources,ARW web,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Response time,d??lai de r??ponse,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
results field,champ des r??sultats,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Accounts,comptes au d??tail,ICS Training,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail ASN No,No ASN du magasin,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail ASN# field,champ du num??ro ASN du magasin,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Directory,Annuaire,ARW web,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail EPP,EPP du magasin,ARW Postings,Admin,21.09.2006 - 06:42:15,,,L39649A-US.doc,,Admin,21.09.2006 - 06:42:15,,
Retail Fulfillment and Logistics,exp??dition des commandes et logistique,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,RFL,
Retail Fulfillment and Logistics (RFL),exp??dition des commandes et logistique (RFL),RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Fulfillment and Logistics (RFL) InBound team,??quipe de sp??cialistes d'assistance de l'exp??dition des commandes et logistique (RLF),RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Maintenance,entretien du magasin,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Marketing,marketing de commerce au d??tail,ARW Postings,Admin,21.09.2006 - 06:42:15,,,L37132A-US.doc,,Admin,21.09.2006 - 06:42:15,,
Retail Procedure Feedback,Retail Procedure Feedback,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Records Retention Process,processus de conservation des dossiers du magasin,ARW Postings,Admin,21.09.2006 - 06:42:15,,,L107064A-US.doc,,Admin,21.09.2006 - 06:42:15,,
Retail Return Center preparation,pr??paration du centre de retours des magasins,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Returns Center,centre de retours des magasins,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,RRC,
Retail Returns Center spreadsheets per iTinerary task,feuilles de calcul par t??che iTinerary du Centre des retours des magasins,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Scrap Disposal Request iForm,demande iForm des biens du magasin ?? d??truire,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Service,service du magasin,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Service Parts,pi??ces de rechange du magasin,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Service record,dossier de service du magasin,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail store,Welocalize Retail Store,HRweb,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Store Employees,employ??s d'un Welocalize Retail Store,HRweb,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Store FileMaker DB,base de donn??es FileMaker de l'Welocalize Retail Store,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Store Guidelines for Contacting the Help Desk,directives destin??es aux magasins afin de contacter le Service d'assistance,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Store Process for Returning Batteries and Cathode Ray Tubes,processus magasin concernant le retour des batteries et des tubes cathodiques,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Supply,approvisionnement du magasin,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Swap,??change Welocalize Store,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retail Vacation Entitlement,droit au cong?? annuel ?? Welocalize Retail Store,HRweb,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Retrieve Transaction,r??cup??rer la transaction,POS,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
return authorizations,autorisations de retour,ICS Training,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return by Customer Information,retour par renseignements sur le client,POS,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return by Item,retour par article,POS,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return by Other Criteria,retour par autres crit??res,POS,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return Date,date de retour,ARW Postings,Admin,21.09.2006 - 06:42:15,,,L106956A-US.doc,,Admin,21.09.2006 - 06:42:15,,
Return Delivery,retourner la livraison,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return inspection,inspection de retour,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return of Gift Card,retour d'une carte-cadeau,POS,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return Part to Service Cage,retour au casier pour marchandise ?? r??parer,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return PO,bon de commande du retour,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return PO/RMA,bon de commande de retour/RMA,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
Return PO/RMA numbers,num??ros de retour de bon de commande/RMA,RFL,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
return policy,politique de retour de marchandise,Kbase Articles,Admin,21.09.2006 - 06:42:15,,,,,Admin,21.09.2006 - 06:42:15,,
